Date,Open,High,Low,Close,Volume,Foreign,Trust,Dealer,ForeignRatio,K,D,KC_high,KC_middle,KC_low,ICH_plot_1,ICH_plot_2,ICH_plot_3,SMA_5,SMA_10,SMA_20,SMA_60,SMA_120,SMA_240,Score_SMA_5,Score
2001/06/15,55.424999,56.005001,55.174999,55.665001,1067.4,0,0,0,0,,,56.44500233333333,,54.784998333333334,,1.24328711171988,,,,,,,,,0.0
2001/06/18,55.814999,55.915001,55.310001,55.310001,282.6,0,0,0,0,,,56.280834999999996,,54.845833,,1.24328711171988,,,,,,,,,
2001/06/19,56.150002,56.165001,55.235001,55.465,1777.6,0,0,0,0,,,56.37111244444444,,54.794444444444444,,1.24328711171988,,,,,,,,,
2001/06/20,55.375,56.075001,55.375,56.049999,476.0,0,0,0,0,,,56.411667916666666,,54.87916641666666,,1.24328711171988,,,,,,,,,
2001/06/21,56.0,56.724998,55.875,56.5,240.4,0,0,0,0,,,56.57266713333333,,55.006666733333326,,1.24328711171988,,55.798000200000004,,,,,,,
2001/06/22,56.450001,56.450001,55.875,56.139999,180.6,0,0,0,0,,,56.598889444444445,,55.10222211111111,,1.24328711171988,,55.892999800000005,,,,,,,
2001/06/25,56.099998,56.189999,55.389999,55.639999,30.4,0,0,0,0,,,56.59047652380952,,55.07904738095238,,1.24328711171988,,55.9589994,,,,,,,
2001/06/26,55.049999,55.775002,55.029999,55.494999,146.6,0,0,0,0,,,56.538959,,55.03020775,,1.24328711171988,,55.9649992,,,,,,,
2001/06/27,55.599998,55.84,55.235001,55.5,114.0,0,0,0,0,,,56.49351903703703,,55.01796259259259,,1.24328711171988,,55.8549994,,,,,,,
2001/06/28,55.900002,56.689999,55.900002,56.18,357.4,0,0,0,0,,,56.54883353333334,,55.06283333333333,,1.24328711171988,,55.7909994,55.794499800000004,,,,,,
2001/06/29,56.025002,56.810001,55.955002,56.5,215.0,0,0,0,0,,,56.61500018181818,,55.10863654545455,,1.24328711171988,,55.8629996,55.8779997,,,,,,
2001/07/02,56.299999,56.970001,56.299999,56.650002,290.0,0,0,0,0,,,56.67291705555556,,55.18041672222222,,1.24328711171988,,56.0650002,56.0119998,,,,,,
