Date,Open,High,Low,Close,Volume,Foreign,Trust,Dealer,ForeignRatio,K,D,KC_high,KC_middle,KC_low,ICH_plot_1,ICH_plot_2,ICH_plot_3,SMA_5,SMA_10,SMA_20,SMA_60,SMA_120,SMA_240,Score
2000/01/04,190.0,196.0,188.0,196.0,12177,null,null,null,6.08,,,201.33333333333334,,185.33333333333334,,-1.4446610070322166,,,,,,,,0.0
2000/01/05,191.0,196.0,189.0,196.0,9199,null,null,null,6.12,,,201.0,,186.0,,-1.4446610070322166,,,,,,,,
2000/01/06,196.0,208.0,191.0,196.0,11486,null,null,null,5.51,,,205.7777777777778,,184.44444444444446,,-1.4446610070322166,,,,,,,,
2000/01/07,188.0,192.0,183.0,183.0,10221,null,null,null,4.77,,,203.08333333333334,,182.58333333333334,,-1.4446610070322166,,,,,,,,
2000/01/10,183.0,187.0,180.0,182.0,9460,null,null,null,4.75,,,200.46666666666667,,181.26666666666668,,-1.4446610070322166,,190.6,,,,,,
2000/01/11,187.0,192.0,178.0,179.0,10359,null,null,null,4.76,,,199.88888888888889,,179.2222222222222,,-1.4446610070322166,,187.2,,,,,,
2000/01/12,180.0,190.0,180.0,189.0,13746,null,null,null,4.86,,,199.38095238095238,,178.80952380952382,,-1.4446610070322166,,185.8,,,,,,
2000/01/13,189.0,189.0,176.0,176.0,9331,null,null,null,4.77,,,198.625,,177.375,,-1.4446610070322166,,181.8,,,,,,
2000/01/14,176.0,183.0,176.0,181.0,11198,null,null,null,4.73,,,197.33333333333334,,176.88888888888889,,-1.4446610070322166,,181.4,,,,,,
2000/01/15,185.0,186.0,181.0,183.0,6847,null,null,null,4.81,,,196.43333333333334,,177.03333333333336,,-1.4446610070322166,,181.6,186.1,,,,,
2000/01/17,185.0,195.0,182.0,195.0,12913,null,null,null,5.15,,,197.0909090909091,,177.0909090909091,,-1.4446610070322166,,184.8,186.0,,,,,
2000/01/18,195.0,195.0,188.0,191.0,7382,null,null,null,5.15,,,197.19444444444446,,177.69444444444446,,-1.4446610070322166,,185.2,185.5,,,,,
2000/01/19,191.0,194.0,188.0,188.0,5310,null,null,null,5.02,,,197.10256410256412,,178.17948717948718,,-1.4446610070322166,,187.6,184.7,,,,,
2000/01/20,190.0,197.0,190.0,194.0,11150,null,null,null,5.01,30.15244218876946,,197.35714285714286,,178.78571428571428,,-1.4446610070322166,,190.2,185.8,,,,,
2000/01/21,199.0,207.0,198.0,207.0,8502,null,null,null,5.46,61.84869416135393,,198.4,,179.86666666666667,,-1.4446610070322166,,195.0,188.3,,,,,
2000/01/24,218.0,218.0,205.0,208.0,12982,null,null,null,5.13,49.137508065125694,49.29746089085852,199.95833333333334,,180.95833333333334,,-1.4446610070322166,,197.6,191.2,,,,,
2000/01/25,202.0,207.0,202.0,204.0,3694,null,null,null,5.13,39.908684806825825,47.83697263675328,200.50980392156862,,182.0392156862745,,-1.4446610070322166,,200.2,192.7,,,,,
2000/01/26,208.0,213.0,206.0,207.0,6634,null,null,null,4.84,45.80824815080613,44.823124534659776,201.35185185185185,,183.12962962962965,,-1.4446610070322166,,204.0,195.8,,,,,
2000/01/27,210.0,210.0,195.0,195.0,7374,null,null,null,4.44,22.713596199215306,31.08176321997884,202.0701754385965,,183.2280701754386,,-1.4446610070322166,,204.2,197.2,,,,,
2000/01/28,193.0,193.0,182.0,185.0,11331,null,null,null,4.08,9.184740604751495,20.070359099271787,201.85,192.35,182.85,,-1.4446610070322166,,199.8,197.4,191.75,,,,
2000/01/29,180.0,185.0,177.0,185.0,7749,null,null,null,4.01,9.184740604751495,12.586496384289086,201.3,191.8,182.3,,-1.4446610070322166,,195.2,196.4,191.2,,,,
2000/01/31,190.0,193.0,185.0,185.0,11267,null,null,null,4.22,9.184740604751495,9.184740604751495,201.05,191.5,181.95,,-1.4446610070322166,,191.4,195.8,190.65,,,,
2000/02/01,189.0,189.0,179.0,184.0,9582,null,null,null,4.18,7.186583164051447,8.408791185148631,199.98333333333332,190.78333333333333,181.58333333333331,,-1.4446610070322166,,186.8,195.4,190.05,,,,
2000/02/09,190.0,192.0,186.0,187.0,9042,null,null,null,4.24,11.040625428048576,9.489680427441753,199.95,190.9,181.85,,-1.4446610070322166,,185.2,194.7,190.25,,,,
2000/02/10,187.0,191.0,183.0,190.0,5359,null,null,null,4.25,15.32003888530793,11.784645296390716,200.25,191.15,182.05,,-1.4446610070322166,,186.2,193.0,190.65,,,,
2000/02/11,195.0,203.0,193.0,198.0,16830,null,null,null,5.34,28.400112820172698,19.834999429961883,200.8,191.9,183.0,4.0,-1.4446610070322166,151.73810805758086,188.8,192.0,191.6,,,,-77.6381391526042
2000/02/14,196.0,198.0,191.0,191.0,5743,null,null,null,5.77,16.755051615930846,19.148630418206682,201.0,192.25,183.5,-8.5,,,190.0,190.7,191.7,,,,
2000/02/15,192.0,197.0,192.0,193.0,5297,null,null,null,5.8,19.828196960499586,21.06745927053081,201.28333333333333,192.93333333333334,184.58333333333331,-1.0,,,191.8,189.3,192.55,,,,
2000/02/16,196.0,197.0,193.0,195.0,3223,null,null,null,5.8,23.0736536134431,20.509914323060528,201.88333333333333,193.68333333333334,185.48333333333332,3.0,,,193.4,189.3,193.25,,,,
2000/02/17,197.0,204.0,197.0,200.0,9731,null,null,null,6.48,36.22305795367916,27.746683133836246,202.83333333333331,194.53333333333333,186.23333333333332,11.5,,,195.4,190.8,194.1,,,,
2000/02/18,208.0,208.0,197.0,197.0,7611,null,null,null,6.61,29.816967839384343,29.223052626323433,203.23333333333332,195.03333333333333,186.83333333333331,3.5,,,195.2,192.0,194.2,,,,
2000/02/19,203.0,203.0,193.0,196.0,4543,null,null,null,6.71,30.32023588890309,31.073809003100973,203.68333333333334,195.33333333333331,186.98333333333332,-0.5,,,196.2,193.1,194.45,,,,
2000/02/21,196.0,197.0,184.0,185.0,4086,null,null,null,6.55,11.114573303078027,19.946355456365623,203.96666666666664,195.26666666666665,186.56666666666666,-22.5,,,194.6,193.2,194.3,,,,
2000/02/22,184.0,191.0,183.0,190.0,3812,null,null,null,6.58,20.01568754948081,19.93792652559005,203.73333333333332,194.98333333333332,186.23333333333332,-12.5,,,193.6,193.5,194.1,,,,
2000/02/23,191.0,191.0,185.0,189.0,2154,null,null,null,6.95,16.173341812497938,15.982044221167316,202.8,194.2,185.6,-15.0,,,191.4,193.4,193.2,,,,
2000/02/24,197.0,198.0,194.0,195.0,5818,null,null,null,7.04,28.826999436399063,22.918239471276944,201.61666666666665,193.46666666666664,185.31666666666666,-3.0,,,191.0,193.1,192.55,,,,
2000/02/25,198.0,203.0,196.0,200.0,9675,null,null,null,6.77,38.22020157854889,29.537316027235544,201.48333333333335,193.23333333333335,184.98333333333335,7.0,,,191.8,194.0,192.35,,,,
2000/02/29,202.0,202.0,194.0,194.0,4279,null,null,null,6.77,22.338357413516395,28.290584310534864,200.93333333333334,192.63333333333333,184.33333333333331,-5.0,,,193.6,194.1,191.7,,,,
2000/03/01,197.0,198.0,190.0,192.0,3969,null,null,null,6.89,17.66345847365284,24.2054801305613,200.25,192.3,184.35,-9.0,,,194.0,193.8,191.55,,,,
2000/03/02,192.0,196.0,188.0,189.0,3712,null,null,null,6.89,11.170074829329316,16.134552531253455,200.31666666666666,192.51666666666668,184.71666666666667,-12.5,,,194.0,192.7,191.75,,,,
2000/03/03,187.0,191.0,185.0,189.0,4367,null,null,null,6.88,11.170074829329316,13.03175396755087,200.51666666666665,192.81666666666666,185.11666666666665,-12.5,,,192.8,191.9,191.95,,,,
2000/03/04,190.0,192.0,185.0,186.0,3475,null,null,null,6.95,5.270688207836795,8.784480346394657,200.46666666666667,192.81666666666666,185.16666666666669,-16.0,,,190.0,190.9,192.0,,,,
2000/03/06,186.0,186.0,181.0,181.0,3582,null,null,null,6.82,0.0,4.787083299904098,200.15,192.75,185.35,-25.0,,,187.4,190.5,191.85,,,,
2000/03/07,181.0,189.0,181.0,188.0,6983,null,null,null,6.83,12.236243641061101,5.96662547068884,200.13333333333333,192.63333333333333,185.13333333333333,-9.5,,,186.6,190.3,191.9,,,,
2000/03/08,190.0,200.0,190.0,190.0,10681,null,null,null,6.84,20.08644554924678,10.938709030248244,200.5,192.9,185.3,-4.5,,,186.8,190.4,191.9,,,,
2000/03/09,194.0,203.0,193.0,203.0,11685,null,null,null,6.96,59.355322771726925,33.00848757956307,200.58333333333331,192.98333333333332,185.38333333333333,21.5,,,189.6,191.2,192.15,,,,
2000/03/10,208.0,217.0,205.0,205.0,18778,null,null,null,6.87,40.44549750747916,41.977523928217,201.61666666666667,193.76666666666668,185.91666666666669,13.0,,,193.4,191.7,192.85,,,,
2000/03/13,204.0,204.0,191.0,191.0,4600,null,null,null,6.91,13.552185345422554,31.62176580598596,202.08333333333334,193.83333333333334,185.58333333333334,-15.0,,,195.4,191.4,192.75,,,,
2000/03/14,180.0,189.0,178.0,186.0,6858,null,null,null,6.97,9.30680312327075,17.385625278887723,201.9,193.3,184.7,-23.0,,,195.0,190.8,192.3,,,,
2000/03/15,186.0,188.0,176.0,177.0,5589,null,null,null,6.97,0.9743151143999406,6.754973877185913,201.15,192.3,183.45,-39.0,,,192.4,189.6,191.15,,,,
2000/03/16,169.0,187.0,165.0,187.0,9601,null,null,null,6.9,20.080116907294826,10.32451440885053,200.65,191.25,181.85,-8.0,,,189.2,189.4,190.65,,,,
2000/03/17,187.0,188.0,182.0,184.0,5765,null,null,null,7.14,16.668021725330956,12.360154749678454,199.81666666666666,190.61666666666667,181.41666666666669,-14.0,-1.0,-12.0,185.0,189.2,190.05,,,,
2000/03/20,178.0,179.0,178.0,178.0,4465,null,null,null,7.13,10.523636244066504,14.571188645630546,198.7,190.1,181.5,-26.0,-1.75,-17.25,182.4,188.9,189.7,,,,16.501230905188738
2000/03/21,174.0,190.0,174.0,190.0,7971,null,null,null,7.33,24.208268842536118,18.39828432032745,198.93333333333334,189.93333333333334,180.93333333333334,-2.0,-3.5,-3.5,183.2,189.1,189.7,,,,11.437673130193906
2000/03/22,190.0,197.0,186.0,190.0,8205,null,null,null,7.33,24.208268842536118,20.334945827730337,199.31666666666666,190.06666666666666,180.81666666666666,-2.0,-3.5,-3.5,185.8,189.1,189.75,,,,2.358725761772853
2000/03/23,197.0,203.0,196.0,203.0,7922,null,null,null,7.92,42.30982097465409,32.66021268218912,199.71666666666667,190.31666666666666,180.91666666666669,30.5,-2.75,6.0,189.0,189.1,190.15,,,,-9.99675434977796
2000/03/24,217.0,217.0,210.0,217.0,14899,null,null,null,7.44,64.20600187168174,47.331347533611535,200.46666666666664,191.06666666666666,181.66666666666666,52.0,-1.75,20.0,195.6,190.3,191.0,,,,-20.640701650066895
2000/03/27,228.0,232.0,224.0,232.0,19239,null,null,null,7.2,69.48209248978904,63.24652008685926,202.1,192.7,183.3,67.0,-0.75,35.0,206.4,194.4,192.9,,,,-29.048147666468495
2000/03/28,231.0,232.0,222.0,230.0,13112,null,null,null,7.2,66.01085727725078,67.36492614447644,203.93333333333334,194.43333333333334,184.93333333333334,63.0,-0.75,33.0,214.4,198.8,194.8,,,,-27.998818525519848
2000/03/29,225.0,239.0,223.0,232.0,12053,null,null,null,7.14,62.23731579362362,65.88827587953456,206.35,196.45,186.55,55.5,-0.75,35.0,222.8,204.3,196.95,193.48333333333332,,,-27.008746098394766
2000/03/30,229.0,241.0,229.0,233.0,13983,null,null,null,7.18,61.82896936607809,63.811786253776035,208.95,198.75,188.55,55.5,-0.5,36.0,228.8,208.9,199.15,194.1,,,-27.227661220505077
2000/03/31,230.0,233.0,217.0,220.0,11362,null,null,null,7.17,43.011608178807876,50.000554176085096,211.18333333333334,200.53333333333333,189.88333333333333,29.5,-0.5,23.0,229.4,212.5,200.85,194.5,,,-17.14385330578512
2000/04/01,218.0,225.0,214.0,222.0,13983,null,null,null,7.17,45.26497415447086,47.647341215232494,213.36666666666665,202.41666666666669,191.46666666666667,27.5,-0.5,25.0,227.4,216.9,202.9,194.93333333333334,,,-17.44100519438357
2000/04/02,237.0,237.0,237.0,237.0,1280,null,null,null,0.0,62.98687642182763,53.65548732229761,215.51666666666665,204.96666666666664,194.41666666666669,52.5,-0.5,40.0,228.8,221.6,205.35,195.83333333333334,,,-27.930219516103186
2000/04/05,207.0,218.0,207.0,210.0,11918,null,null,null,6.37,27.48297290953375,38.100481084013715,216.48333333333335,205.88333333333335,195.28333333333333,-7.0,-0.5,13.0,224.4,223.6,206.35,196.3,,,-14.527777777777779
2000/04/06,210.0,218.0,208.0,210.0,14750,null,null,null,6.37,27.48297290953375,34.47425549178356,217.1,206.5,195.9,-7.0,-1.75,13.0,219.8,224.3,206.7,196.81666666666666,,,-5.132936507936508
2000/04/07,215.0,216.0,207.0,207.0,9480,null,null,null,6.38,24.46545241323242,25.948207104943478,217.0,206.55,196.1,-13.0,-1.75,10.0,217.2,223.3,206.8,197.11666666666667,,,-1.717367966580317
2000/04/08,212.0,215.0,207.0,208.0,8683,null,null,null,6.38,20.07539163265721,23.920678089658715,217.48333333333335,207.28333333333336,197.08333333333331,-11.0,-3.0,11.0,214.4,220.9,207.65,197.65,,,-3.28333025147929
2000/04/10,214.0,222.0,213.0,222.0,11720,null,null,null,6.38,32.85226127240515,27.867216651468052,219.11666666666665,209.0166666666667,198.91666666666669,17.0,-3.5,25.0,211.4,220.1,209.45,198.33333333333334,,,-5.254950896842788
2000/04/11,221.0,224.0,215.0,215.0,13505,null,null,null,6.36,12.47883081544284,21.445101845798067,220.85,210.9,200.95,5.0,-4.25,18.0,212.4,218.4,211.35,198.86666666666667,,,-9.86073553272039
2000/04/12,216.0,220.0,210.0,210.0,9281,null,null,null,6.39,4.449343150442615,15.149738776445346,221.9333333333333,212.58333333333334,203.23333333333335,-5.0,-4.75,13.0,212.4,216.1,212.5,199.11666666666667,,,-15.265022675736962
2000/04/13,205.0,208.0,196.0,196.0,7613,null,null,null,4.92,0.0,4.73557903292671,223.0,213.35,203.7,-27.5,-4.75,0.0,210.2,213.7,213.1,199.2,,,16.84529232611412
2000/04/14,209.0,209.0,195.0,195.0,7033,null,null,null,4.92,0.0,1.278813807201171,224.71666666666664,214.41666666666669,204.11666666666667,-22.5,1.5,-2.0,207.6,211.0,213.95,199.31666666666666,,,19.955621301775146
2000/04/15,182.0,186.0,182.0,182.0,4092,null,null,null,4.91,0.0,0.0,224.05,214.35,204.65,-42.0,1.5,-15.0,199.6,205.5,213.55,199.11666666666667,,,29.685122569737956
2000/04/17,176.0,184.0,170.0,175.0,4591,null,null,null,4.61,2.664808245110529,0.888269415036843,223.4666666666667,213.61666666666665,203.76666666666665,-50.0,0.5,-22.0,191.6,202.0,212.8,198.58333333333334,,,41.244897959183675
2000/04/18,184.0,185.0,180.0,182.0,4353,null,null,null,4.1,7.155370857231924,3.3789251270261866,222.45,212.7,202.95,-36.0,-0.5,-14.5,186.0,199.2,211.75,198.15,,,32.28052167612608
2000/04/19,186.0,186.0,172.0,174.0,4056,null,null,null,3.63,2.2059672442922444,3.860442677511427,220.9333333333333,210.83333333333334,200.73333333333335,-54.5,-0.5,-17.0,181.6,195.9,209.6,197.65,,,35.386031840401635
2000/04/20,174.0,181.0,173.0,178.0,7881,null,null,null,3.63,5.837176815831745,5.082119118261469,218.33333333333334,208.23333333333335,198.13333333333335,-46.5,-0.5,-13.0,178.2,192.9,206.9,197.16666666666666,,,35.32847809619998
2000/04/21,181.0,185.0,177.0,184.0,6607,null,null,null,3.63,11.143347220188254,6.692344279359684,215.93333333333334,205.93333333333334,195.93333333333334,-32.5,-0.5,-7.0,178.6,189.1,204.6,196.98333333333332,,,27.61187086483932
2000/04/24,181.0,181.0,172.0,172.0,3634,null,null,null,3.61,1.4121893517150135,5.648757406860056,212.76666666666665,203.11666666666667,193.46666666666667,-51.0,-0.5,-19.0,178.0,184.8,201.6,196.76666666666668,,,35.8289954029205
2000/04/25,167.0,174.0,160.0,169.0,4738,null,null,null,3.57,5.203740559161218,5.389333500914567,209.53333333333336,199.78333333333336,190.03333333333336,-47.0,-0.5,-22.0,175.4,180.7,198.4,196.5,,,36.88193690697104
2000/04/26,174.0,175.0,162.0,164.0,7288,null,null,null,3.55,2.1964803752336746,2.8133930732159715,206.56666666666666,196.96666666666667,187.36666666666667,-45.5,-3.75,-23.75,173.4,177.5,195.6,196.15,,,36.05475721296847
2000/04/27,164.0,169.0,162.0,163.0,4855,null,null,null,3.52,1.6297102169933684,2.8972626079882104,203.58333333333331,194.18333333333334,184.78333333333333,-47.5,-0.5,-28.0,170.4,174.3,192.65,195.8,,,43.69763634310663
2000/04/28,166.0,170.0,162.0,168.0,7606,null,null,null,3.52,5.1100351905941155,3.1006203109594503,200.46666666666664,190.66666666666666,180.86666666666665,-37.5,0.0,-30.5,167.2,172.9,189.2,195.48333333333332,,,44.61309523809524
2000/04/29,170.0,175.0,168.0,168.0,7014,null,null,null,3.52,6.257185947666262,4.387905961651207,198.2,188.6,179.0,-37.5,0.0,-30.5,166.4,172.2,187.1,195.11666666666667,,,44.31547619047619
2000/05/02,173.0,173.0,166.0,166.0,4137,null,null,null,3.54,4.5770729336061065,5.221253568706226,195.86666666666667,186.41666666666669,176.96666666666667,-41.0,2.25,-36.0,165.8,170.6,184.9,194.58333333333334,,,45.22417985193787
