Date,Open,High,Low,Close,Volume,Foreign,Trust,Dealer,ForeignRatio,K,D,KC_high,KC_middle,KC_low,ICH_plot_1,ICH_plot_2,ICH_plot_3,SMA_5,SMA_10,SMA_20,SMA_60,SMA_120,SMA_240,Score
2000/01/04,182.0,189.0,180.0,183.0,3062,null,null,null,0.23,,,193.0,,175.0,,-1.214097256780967,,,,,,,,0.0
2000/01/05,178.0,183.0,177.0,179.0,1395,null,null,null,0.23,,,189.33333333333331,,174.33333333333331,,-1.214097256780967,,,,,,,,
2000/01/06,180.0,183.0,177.0,179.0,1868,null,null,null,0.23,,,188.1111111111111,,174.1111111111111,,-1.214097256780967,,,,,,,,
2000/01/07,177.0,179.0,174.0,178.0,1088,null,null,null,0.23,,,186.58333333333331,,173.58333333333331,,-1.214097256780967,,,,,,,,
2000/01/10,178.0,188.0,178.0,186.0,3659,null,null,null,0.23,,,188.06666666666666,,173.66666666666666,,-1.214097256780967,,181.0,,,,,,
2000/01/11,192.0,194.0,185.0,186.0,7019,null,null,null,0.22,,,189.61111111111111,,174.61111111111111,,-1.214097256780967,,181.6,,,,,,
2000/01/12,188.0,199.0,188.0,199.0,8198,null,null,null,0.22,,,192.0,,176.0,,-1.214097256780967,,185.6,,,,,,
2000/01/13,204.0,209.0,200.0,206.0,9616,null,null,null,0.21,,,194.75,,178.5,,-1.214097256780967,,191.0,,,,,,
2000/01/14,207.0,208.0,193.0,194.0,4896,null,null,null,0.21,,,196.8148148148148,,179.03703703703704,,-1.214097256780967,,194.2,,,,,,
2000/01/15,199.0,207.0,197.0,207.0,8976,null,null,null,0.21,,,198.5,,180.5,,-1.214097256780967,,198.4,189.7,,,,,
2000/01/17,207.0,209.0,204.0,206.0,5958,null,null,null,0.21,,,199.66666666666669,,182.39393939393938,,-1.214097256780967,,202.4,192.0,,,,,
2000/01/18,207.0,208.0,201.0,204.0,2717,null,null,null,0.21,,,200.63888888888889,,183.63888888888889,,-1.214097256780967,,203.4,194.5,,,,,
2000/01/19,204.0,205.0,198.0,198.0,2499,null,null,null,0.21,,,201.15384615384616,,184.3846153846154,,-1.214097256780967,,201.8,196.4,,,,,
2000/01/20,198.0,203.0,197.0,201.0,2290,null,null,null,0.22,47.09449249833604,,201.52380952380955,,185.0952380952381,,-1.214097256780967,,203.2,198.7,,,,,
2000/01/21,201.0,204.0,200.0,200.0,2109,null,null,null,0.22,44.3448247053386,,201.77777777777777,,185.9111111111111,,-1.214097256780967,,201.8,200.1,,,,,
2000/01/24,201.0,202.0,198.0,198.0,1606,null,null,null,0.22,39.06812844214326,41.7811929172921,201.875,,186.5,,-1.214097256780967,,200.2,201.3,,,,,
2000/01/25,196.0,197.0,192.0,193.0,1617,null,null,null,0.22,27.548656072609997,33.34837314052789,201.7058823529412,,186.64705882352942,,-1.214097256780967,,198.0,200.7,,,,,
2000/01/26,193.0,198.0,193.0,194.0,1658,null,null,null,0.22,26.77690438092782,30.17183332922403,201.61111111111111,,186.83333333333334,,-1.214097256780967,,197.2,199.5,,,,,
2000/01/27,194.0,196.0,190.0,190.0,954,null,null,null,0.23,9.834119563620904,19.940754514227553,201.42105263157896,,186.78947368421052,,-1.214097256780967,,195.0,199.1,,,,,
2000/01/28,190.0,198.0,190.0,193.0,2135,null,null,null,0.23,12.092085036430005,16.29505975473753,201.43333333333334,194.08333333333331,186.73333333333332,,-1.214097256780967,,193.6,197.7,193.7,,,,
2000/01/29,193.0,196.0,193.0,195.0,1157,null,null,null,0.22,13.966626178365237,12.55333662460209,201.66666666666669,194.61666666666667,187.56666666666666,,-1.214097256780967,,193.0,196.6,194.3,,,,
2000/01/31,197.0,201.0,196.0,198.0,1822,null,null,null,0.22,23.725967144448358,17.32372204197816,202.55,195.55,188.55,,-1.214097256780967,,194.0,196.0,195.25,,,,
2000/02/01,201.0,202.0,196.0,198.0,1547,null,null,null,0.22,23.725967144448358,20.760221251392313,203.5,196.5,189.5,,-1.214097256780967,,194.8,196.0,196.2,,,,
2000/02/09,201.0,206.0,196.0,198.0,2607,null,null,null,0.22,23.725967144448358,23.725967144448358,204.9,197.65,190.4,,-1.214097256780967,,196.4,195.7,197.2,,,,
2000/02/10,198.0,202.0,196.0,197.0,1456,null,null,null,0.22,21.29466004820085,22.46880170499388,205.41666666666666,198.36666666666665,191.31666666666666,,-1.214097256780967,,197.2,195.4,197.75,,,,
2000/02/11,200.0,205.0,198.0,200.0,4499,null,null,null,0.25,36.587954706320915,28.000840190451445,205.95,199.0,192.05,10.5,-1.214097256780967,150.26215180407553,198.2,195.6,198.45,,,,-77.74014087554251
2000/02/14,201.0,208.0,201.0,201.0,3984,null,null,null,0.25,36.51322881591281,32.363998268649986,206.15,199.4,192.65,11.5,,,198.8,196.4,198.55,,,,
2000/02/15,203.0,204.0,197.0,202.0,1602,null,null,null,0.25,40.64913030495718,38.67313091513287,205.85,199.2,192.55,13.5,,,199.6,197.2,198.35,,,,
