Date,Open,High,Low,Close,Volume,Foreign,Trust,Dealer,ForeignRatio,K,D,KC_high,KC_middle,KC_low,ICH_plot_1,ICH_plot_2,ICH_plot_3,SMA_5,SMA_10,SMA_20,SMA_60,SMA_120,SMA_240,Score_SMA_5,Score
1993/01/29,43.96875,43.96875,43.75,43.9375,1003.2,0,0,0,0,,,44.104166666666664,,43.666666666666664,,1.9378782708504332,,,,,,,,,0.0
1993/02/01,43.96875,44.25,43.96875,44.25,480.5,0,0,0,0,,,44.27083333333333,,43.77083333333333,,1.9378782708504332,,,,,,,,,
1993/02/02,44.21875,44.375,44.125,44.34375,201.3,0,0,0,0,,,44.357638888888886,,43.857638888888886,,1.9378782708504332,,,,,,,,,
1993/02/03,44.40625,44.84375,44.375,44.8125,529.4,0,0,0,0,,,44.5546875,,43.9453125,,1.9378782708504332,,,,,,,,,
1993/02/04,44.96875,45.09375,44.46875,45.0,531.5,0,0,0,0,,,44.73958333333333,,44.00208333333333,,1.9378782708504332,,44.46875,,,,,,,
1993/02/05,44.96875,45.0625,44.71875,44.96875,492.1,0,0,0,0,,,44.826388888888886,,44.09722222222222,,1.9378782708504332,,44.675,,,,,,,
1993/02/08,44.96875,45.125,44.90625,44.96875,596.1,0,0,0,0,,,44.882440476190474,,44.194940476190474,,1.9378782708504332,,44.81875,,,,,,,
1993/02/09,44.8125,44.8125,44.5625,44.65625,122.1,0,0,0,0,,,44.888020833333336,,44.223958333333336,,1.9378782708504332,,44.88125,,,,,,,
1993/02/10,44.65625,44.75,44.53125,44.71875,379.6,0,0,0,0,,,44.88773148148148,,44.24884259259259,,1.9378782708504332,,44.8625,,,,,,,
1993/02/11,44.78125,45.125,44.78125,44.9375,19.5,0,0,0,0,,,44.928125,,44.284375,,1.9378782708504332,,44.85,44.659375,,,,,,
1993/02/12,44.875,44.875,44.59375,44.59375,42.5,0,0,0,0,,,44.93181818181818,,44.29545454545455,,1.9378782708504332,,44.775,44.725,,,,,,
1993/02/16,44.46875,44.46875,43.40625,43.46875,374.8,0,0,0,0,,,44.924479166666664,,44.1640625,,1.9378782708504332,,44.475,44.646875,,,,,,
1993/02/17,43.46875,43.53125,43.28125,43.4375,210.9,0,0,0,0,,,44.82772435897436,,44.08733974358974,,1.9378782708504332,,44.23125,44.55625,,,,,,
1993/02/18,43.9375,43.9375,42.8125,43.40625,378.1,0,0,0,0,8.047564148105431,,44.805059523809526,,43.95684523809524,,1.9378782708504332,,43.96875,44.415625,,,,,,
1993/02/19,43.40625,43.5625,43.34375,43.5625,34.9,0,0,0,0,11.735223381903998,,44.731944444444444,,43.91111111111111,,1.9378782708504332,,43.69375,44.271875,,,,,,
1993/02/22,43.6875,43.78125,43.5625,43.71875,513.6,0,0,0,0,15.944895501512468,13.195775587458593,44.680338541666664,,43.883463541666664,,1.9378782708504332,,43.51875,44.146875,,,,,,
1993/02/23,43.84375,43.875,43.46875,43.6875,373.7,0,0,0,0,15.164582397069614,14.622990168602842,44.6452205882353,,43.84742647058823,,1.9378782708504332,,43.5625,44.01875,,,,,,
1993/02/24,43.71875,44.25,43.71875,44.25,26.3,0,0,0,0,33.29193290858888,24.84832673612069,44.64293981481481,,43.83043981481481,,1.9378782708504332,,43.725,43.978125,,,,,,
1993/02/25,44.21875,44.375,44.125,44.34375,44.5,0,0,0,0,36.65657087668283,30.671824611101957,44.63706140350877,,43.84100877192982,,1.9378782708504332,,43.9125,43.940625,,,,,,
1993/02/26,44.4375,44.4375,44.1875,44.40625,66.2,0,0,0,0,38.98670529320404,37.202999822273135,44.63489583333333,44.24427083333333,43.85364583333333,,1.9378782708504332,,44.08125,43.8875,44.2734375,,,,,
1993/03/01,44.5625,44.5625,44.21875,44.28125,66.5,0,0,0,0,33.94702347979447,35.39157767042402,44.66458333333334,44.26770833333334,43.87083333333334,,1.9378782708504332,,44.19375,43.85625,44.290625,,,,,
1993/03/02,44.3125,44.9375,44.25,44.9375,182.4,0,0,0,0,59.28434762707194,48.24118483379383,44.7125,44.2953125,43.878125,,1.9378782708504332,,44.44375,44.003125,44.325,,,,,
1993/03/03,45.0,45.15625,44.9375,45.125,280.1,0,0,0,0,66.0415916653452,56.68690553159439,44.75052083333334,44.334895833333334,43.919270833333336,,1.9378782708504332,,44.61875,44.171875,44.3640625,,,,,
1993/03/04,45.1875,45.1875,44.875,44.875,89.5,0,0,0,0,52.94497539940695,56.37423335648055,44.7578125,44.35,43.9421875,,1.9378782708504332,,44.725,44.31875,44.3671875,,,,,
1993/03/05,44.9375,45.125,44.71875,44.75,40.0,0,0,0,0,47.45804546841046,51.792206753482496,44.747395833333336,44.350520833333334,43.95364583333334,,1.9378782708504332,,44.79375,44.4375,44.3546875,,,,,
1993/03/08,44.84375,45.75,44.84375,45.75,50.8,0,0,0,0,70.00938724102093,62.63997805775557,44.80208333333333,44.37708333333333,43.952083333333334,2.484375,1.9378782708504332,-101.45383513239787,45.0875,44.640625,44.39375,,,,,219.15686164874555
1993/03/09,45.65625,45.6875,45.5,45.59375,169.3,0,0,0,0,63.27283697986395,61.53916374110955,44.83020833333333,44.40677083333333,43.983333333333334,1.96875,,,45.21875,44.83125,44.425,,,,,
1993/03/10,45.59375,45.6875,45.40625,45.6875,194.4,0,0,0,0,66.01352757187178,65.98543670907522,44.87760416666667,44.45260416666667,44.02760416666667,2.125,,,45.33125,44.975,44.4765625,,,,,
1993/03/11,45.71875,45.84375,45.5,45.5625,70.9,0,0,0,0,57.39674434614519,60.818681371166015,44.932291666666664,44.501041666666666,44.06979166666666,1.765625,,,45.46875,45.096875,44.51875,,,,,
1993/03/12,45.1875,45.21875,44.8125,45.09375,643.6,0,0,0,0,38.43789834152818,47.56097927490289,44.940104166666664,44.50572916666666,44.071354166666666,0.8125,,,45.5375,45.165625,44.5265625,,,,,
1993/03/15,45.0625,45.3125,45.0625,45.3125,310.8,0,0,0,0,44.25288440212631,45.54682839049257,44.965625,44.5328125,44.1,1.015625,,,45.45,45.26875,44.5625,,,,,
1993/03/16,45.3125,45.4375,45.3125,45.3125,30.8,0,0,0,0,40.76629350983757,41.79674344966379,44.99739583333333,44.61145833333333,44.225520833333334,1.015625,,,45.39375,45.30625,44.6546875,,,,,
1993/03/17,45.25,45.25,44.96875,45.03125,21.8,0,0,0,0,27.422199567253738,34.99485074965865,45.08229166666667,44.69479166666667,44.30729166666667,0.453125,,,45.2625,45.296875,44.734375,,,,,
1993/03/18,45.21875,45.5,45.21875,45.3125,59.3,0,0,0,0,38.91290720530154,36.10296495241721,45.13802083333333,44.79270833333333,44.44739583333333,0.96875,,,45.2125,45.340625,44.8296875,,,,,
1993/03/19,45.28125,45.28125,45.03125,45.03125,66.9,0,0,0,0,25.92996725282916,29.4938010200552,45.22083333333334,44.873958333333334,44.52708333333334,0.40625,,,45.2,45.36875,44.903125,,,,,
1993/03/22,44.59375,44.875,44.5625,44.78125,183.4,0,0,0,0,8.351384324349308,21.751058408075536,45.278125,44.9265625,44.575,0.03125,,,45.09375,45.271875,44.95625,,,,,
1993/03/23,44.90625,44.9375,44.8125,44.875,55.2,0,0,0,0,12.298147606282773,15.20790540593922,45.32395833333333,44.98645833333333,44.64895833333333,0.21875,,,45.00625,45.2,45.015625,,,,,
1993/03/24,44.8125,45.0625,44.59375,44.875,37.2,0,0,0,0,12.298147606282773,11.068332845654497,45.359375,45.025,44.690625,0.390625,,,44.975,45.11875,45.046875,,,,,
1993/03/25,44.90625,45.25,44.84375,45.15625,110.1,0,0,0,0,25.505302857783075,17.450996692167372,45.407291666666666,45.06510416666667,44.72291666666667,0.953125,,,44.94375,45.078125,45.0875,,,,,
1993/03/26,45.125,45.15625,44.875,44.90625,101.5,0,0,0,0,13.558004004898715,16.433944248362078,45.440625,45.096875,44.753125,0.1875,,,44.91875,45.059375,45.1125,,,,,
1993/03/29,44.9375,45.3125,44.9375,45.09375,87.1,0,0,0,0,22.224728744914923,20.4816127649216,45.48020833333333,45.13489583333333,44.78958333333333,0.5,,,44.98125,45.0375,45.153125,,,,,
1993/03/30,45.15625,45.21875,45.09375,45.21875,56.0,0,0,0,0,28.46672517439221,22.1407862467495,45.475520833333334,45.15833333333334,44.841145833333336,0.75,,,45.05,45.028125,45.1671875,,,,,
1993/03/31,45.34375,45.46875,45.1875,45.1875,111.6,0,0,0,0,36.63169070466255,29.18622511428399,45.4890625,45.16875,44.8484375,0.578125,,,45.1125,45.04375,45.1703125,,,,,
1993/04/01,45.25,45.25,44.9375,45.03125,129.5,0,0,0,0,25.892476087309838,28.97992581045789,45.49375,45.1734375,44.853125,0.0625,,,45.0875,45.015625,45.178125,,,,,
1993/04/02,44.65625,44.65625,44.09375,44.09375,59.4,0,0,0,0,0.0,14.679311491195966,45.47239583333333,45.14427083333333,44.81614583333333,-1.5625,,,44.925,44.921875,45.1453125,,,,,
1993/04/05,44.4375,44.4375,44.1875,44.3125,172.2,0,0,0,0,6.4893076826322,9.115932220840474,45.3828125,45.0875,44.7921875,-1.125,,,44.76875,44.875,45.0734375,,,,,
1993/04/06,44.40625,44.40625,44.0625,44.1875,129.7,0,0,0,0,3.490572473729579,3.24493959594861,45.321875,45.01875,44.715625,-1.34375,,,44.5625,44.80625,45.003125,,,,,
1993/04/07,44.25,44.34375,44.15625,44.34375,28.0,0,0,0,0,8.607467236578621,6.348180345173927,45.2515625,44.953125,44.6546875,-1.03125,,,44.39375,44.753125,44.9359375,,,,,
1993/04/08,44.53125,44.53125,44.09375,44.28125,180.8,0,0,0,0,6.55803262294327,6.218589940596312,45.18958333333334,44.88645833333334,44.583333333333336,-1.15625,,,44.24375,44.665625,44.871875,,,,,
1993/04/12,44.71875,44.9375,44.65625,44.90625,348.5,0,0,0,0,31.54978613619292,16.74865189946044,45.172916666666666,44.876041666666666,44.579166666666666,0.09375,,,44.40625,44.665625,44.8625,,,,,
1993/04/13,44.875,45.15625,44.84375,45.0,146.1,0,0,0,0,35.94957254967741,25.564140479770607,45.16458333333333,44.86458333333333,44.56458333333333,0.28125,,,44.54375,44.65625,44.846875,,,,,
1993/04/14,45.03125,45.0625,44.90625,44.9375,119.6,0,0,0,0,32.885036719092874,33.27652525146303,45.146875,44.8453125,44.54375,0.265625,0.2265625,0.4296875,44.69375,44.628125,44.828125,,,,,
1993/04/15,44.90625,45.03125,44.75,44.9375,148.6,0,0,0,0,32.885036719092874,33.66801378383318,45.13802083333333,44.83645833333333,44.53489583333333,0.3125,0.328125,0.328125,44.8125,44.603125,44.8234375,,,,,-10.849338731548414
1993/04/16,44.96875,45.03125,44.875,44.9375,47.9,0,0,0,0,32.885036719092874,32.885036719092874,45.11197916666667,44.81666666666667,44.52135416666667,0.3125,0.34375,0.3125,44.94375,44.59375,44.8046875,,,,,-1.0056851483961073
1993/04/19,44.9375,45.0625,44.71875,44.75,157.0,0,0,0,0,24.044845048665856,28.4166350575142,45.103125,44.803125,44.503125,0.109375,0.3515625,0.0703125,44.9125,44.659375,44.790625,,,,,-0.2609114347632721
