Date,Open,High,Low,Close,Volume,Foreign,Trust,Dealer,ForeignRatio,K,D,KC_high,KC_middle,KC_low,ICH_plot_1,ICH_plot_2,ICH_plot_3,SMA_5,SMA_10,SMA_20,SMA_60,SMA_120,SMA_240,Score_SMA_5,Score
1992/01/02,3152.100098,3172.629883,3139.310059,3172.399902,23550.0,0,0,0,0,,,3194.766438666667,,3128.1267906666667,,156.61695999642507,,,,,,,,,0.0
1992/01/03,3172.399902,3210.639893,3165.919922,3201.5,23620.0,0,0,0,0,,,3216.0865073333334,,3138.0467123333337,,156.61695999642507,,,,,,,,,
1992/01/06,3201.5,3213.330078,3191.860107,3200.100098,27280.0,0,0,0,0,,,3218.4688044444447,,3152.1289604444446,,156.61695999642507,,,,,,,,,
1992/01/07,3200.100098,3210.199951,3184.47998,3204.800049,25510.0,0,0,0,0,,,3220.2382610833333,,3157.6233925833335,,156.61695999642507,,,,,,,,,
1992/01/08,3204.800049,3229.199951,3185.820068,3203.899902,29040.0,0,0,0,0,,,3226.1279135333334,,3158.6840655333335,,156.61695999642507,,3196.5399902,,,,,,,
1992/01/09,3203.899902,3228.310059,3192.75,3209.5,29820.0,0,0,0,0,,,3229.3977188333333,,3161.341159166667,,156.61695999642507,,3203.9600098,,,,,,,
1992/01/10,3209.5,3217.129883,3185.379883,3199.5,23440.0,0,0,0,0,,,3229.829462142857,,3162.4238395714283,,156.61695999642507,,3203.5600098000004,,,,,,,
1992/01/13,3199.5,3201.25,3179.110107,3185.600098,19300.0,0,0,0,0,,,3227.4499412083333,,3162.9350482083332,,156.61695999642507,,3200.6600098,,,,,,,
1992/01/14,3185.600098,3248.879883,3182.919922,3246.199951,24220.0,0,0,0,0,,,3234.6177121481483,,3162.6133714814814,,156.61695999642507,,3208.9399902,,,,,,,
1992/01/15,3246.199951,3263.419922,3232.110107,3258.5,29560.0,0,0,0,0,,,3239.4212567333334,,3168.3553871333334,,156.61695999642507,,3219.8600097999997,3208.2,,,,,,
1992/01/16,3258.5,3262.75,3222.050049,3249.600098,38100.0,0,0,0,0,,,3243.61023339394,,3171.60490630303,,156.61695999642507,,3227.8800294000002,3215.9200195999997,,,,,,
1992/01/17,3249.600098,3279.959961,3243.290039,3265.0,39780.0,0,0,0,0,,,3248.2610407777775,,3176.1445039444443,,156.61695999642507,,3240.9800294,3222.2700195999996,,,,,,
1992/01/20,3265.0,3269.899902,3245.080078,3254.0,18190.0,0,0,0,0,,,3250.7906902564105,,3180.4031448717947,,156.61695999642507,,3254.6600098000004,3227.6600098,,,,,,
1992/01/21,3254.0,3254.469971,3215.340088,3223.399902,24160.0,0,0,0,0,33.52482036562881,,3252.1770602380952,,3181.2272133809524,,156.61695999642507,,3250.1,3229.5199951,,,,,,
1992/01/22,3223.399902,3256.040039,3216.909912,3255.800049,21590.0,0,0,0,0,50.89323932170143,,3254.1683758,,3182.7311684666665,,156.61695999642507,,3249.5600098,3234.7100098,,,,,,
1992/01/23,3255.800049,3266.98999,3222.939941,3226.699951,22140.0,0,0,0,0,25.66766222454639,33.68591411542102,3255.9657695833334,,3183.4871315833334,,156.61695999642507,,3244.9799804,3236.4300049000003,,,,,,
1992/01/24,3226.699951,3248.429932,3216.679932,3232.800049,22600.0,0,0,0,0,29.792156930053252,33.43489876985316,3256.4611147647056,,3184.5106319411766,,156.61695999642507,,3238.5399902,3239.7600098000003,,,,,,
1992/01/27,3232.800049,3246.649902,3230.550049,3240.600098,19110.0,0,0,0,0,35.33362733129245,31.17714253319473,3256.4003048333334,,3186.6581985,,156.61695999642507,,3235.8600097999997,3245.2600098,,,,,,
